city_id,year,average_clustering,global_clustering,degree_centrality_max,degree_centrality_mean,degree_centrality_median,betweenness_centrality_max,betweenness_centrality_mean,betweenness_centrality_median,closeness_centrality_max,closeness_centrality_mean,closeness_centrality_median,pagerank_max,pagerank_mean,pagerank_median,connectivity
深圳市,2020,0.2543624201107319,0.49276984622160236,0.0074592784289846245,0.0005496042131379967,7.611508601004719e-05,0.0027823146551300545,1.3085485842472504e-05,0.0,0.08631204192276197,0.007885482948946157,7.611508601004719e-05,0.0012253535424795352,0.00015220700152207336,5.073276584368041e-05,0
天津市,2016,0.12541725066927606,0.20484614994677347,0.009198045415349238,0.00042686331453416725,0.00014371945961483184,0.0016903083387093834,9.657435097825052e-06,0.0,0.04811675066415522,0.005258029055067837,0.00014371945961483184,0.00483368324148344,0.00028735632183908176,0.00011164433058086354,0
天津市,2017,0.15864123425060375,0.27930723796175794,0.008066839527513685,0.0004728115909703442,0.00014405070584845865,0.0007822742077833876,7.766837035575553e-06,0.0,0.0406659090517647,0.0045406592637154035,0.00014405070584845865,0.00379084368438741,0.0002880184331797245,0.00011774029614761054,0
天津市,2018,0.15684346713297362,0.2667561958246856,0.007430181911350244,0.00042225295380182547,0.00012810658467845247,0.0007457453533511419,6.2451233442912045e-06,0.0,0.03714967843846402,0.004065177992496153,0.00012810658467845247,0.00518624434401859,0.00025614754098360494,0.00010195517672646382,0
天津市,2019,0.18611522486594903,0.32085658090153735,0.007046388725778039,0.0003987437847105316,9.786651008025054e-05,0.0038013986301958474,1.4184372707429342e-05,0.0,0.0960762360827938,0.007123416340696021,9.786651008025054e-05,0.0043386152581808245,0.00019569471624266118,6.973070674170392e-05,0
天津市,2020,0.23614218807334078,0.4333884253340045,0.00788979336255479,0.0004364870834542792,6.261740763932373e-05,0.007614758843506218,2.903969499437845e-05,0.0,0.16876167477877854,0.01464465039653196,6.261740763932373e-05,0.002085186418079064,0.00012521913348359729,4.112082331152299e-05,0
天津市,2021,0.24458777274251609,0.45928722244023873,0.009177318911832186,0.0004628665871264655,5.462689828471539e-05,0.010908676170570846,2.179687197375356e-05,0.0,0.18365735796026164,0.016450175923322298,5.462689828471539e-05,0.001712782638805389,0.00010924186148131919,3.445490663899859e-05,0
天津市,2022,0.2435642186884929,0.474189535965217,0.009319153601578775,0.0004849897289434808,5.48185505975222e-05,0.008284943153532703,2.149127636748256e-05,0.0,0.18376981293567876,0.016425144177080343,5.48185505975222e-05,0.001555428257330625,0.00010962508221881225,3.4224072897495525e-05,0
武汉市,2016,0.09417514325355154,0.2612697663441114,0.014094432699083862,0.0008853685892663948,0.00035236081747709656,0.00030175140058040967,3.439681076466462e-06,0.0,0.025936504740812008,0.002771320212461777,0.00035236081747709656,0.008524616873480025,0.0007042253521126749,0.00028373995816121316,0
武汉市,2017,0.1457079111096509,0.37946239806704923,0.011947431302270013,0.0007032750166782082,0.00019912385503783353,0.0007355682804425468,4.895732358458674e-06,0.0,0.0509354467967796,0.0038978509792688657,0.00019912385503783353,0.004439405316035888,0.0003980891719745243,0.00014803690925579353,0
武汉市,2018,0.16906723974262408,0.4402586039276687,0.010478519035976248,0.0006507609121970351,0.00017464198393293747,0.00042089002892312083,3.1011601213315924e-06,0.0,0.04910482260976899,0.0030487677325361003,0.00017464198393293747,0.0032315590578546067,0.00034916201117318524,0.00012450675898091675,0
武汉市,2019,0.18609093974520574,0.4110963052695336,0.008239871824216068,0.0004696077471136617,0.00011444266422522316,0.0003065029264224896,2.390157695661995e-06,0.0,0.03573787975734394,0.002730484672367229,0.00011444266422522316,0.0031203752419276137,0.0002288329519450811,8.01799993216591e-05,0
武汉市,2020,0.2505526839481772,0.5456658872151829,0.006443768996960486,0.00045096835077746664,6.0790273556231004e-05,0.0028796054282849543,7.4314988124114524e-06,0.0,0.06419298362532129,0.005757702057449782,6.0790273556231004e-05,0.001126173167385952,0.00012156576707998908,3.861805897501677e-05,0
